company,rep_topic,rep_prob,T10_팀바팀부서편차,T11_보상연봉,T1_워라밸복지,T2_계약직전환,T3_업무강도편차,T4_열악한근무환경,T5_군대식조직문화,T6_비효율문서작업,T7_성장성부족,T8_사내정치불공정,T9_경영진문제,company_clean,company_info,산업,기업형태,사원수,설립일,company_norm,별점
다이토키스코(주),T1_워라밸복지,0.236842105,0.0263157895,0.105263158,0.236842105,0,0.157894737,0.210526316,0,0.052631579,0.105263158,0.0789473684,0.0263157895,다이토키스코,다이토키스코(주),석유/화학/에너지,중소기업,25명,2005.03.14,다이토키스코,2.552631579
다이후쿠코리아(주),T1_워라밸복지,0.205479452,0.150684932,0.109589041,0.205479452,0,0.0821917808,0.136986301,0.095890411,0.0410958904,0.095890411,0.0547945206,0.0273972603,다이후쿠코리아,다이후쿠코리아(주),기계/설비/자동차,-,113명,1997.03.31,다이후쿠코리아,2.712328767
다인이비인후과병원,T1_워라밸복지,0.333333333,0.125,0.125,0.333333333,0,0.125,0.166666667,0.0416666667,0,0,0,0.0833333333,다인이비인후과병원,다인이비인후과병원,-,-,75명,-,다인이비인후과병원,2.458333333
대동전자(주),T1_워라밸복지,0.382716049,0.0740740741,0.111111111,0.382716049,0,0.037037037,0.0864197531,0.0740740741,0.172839506,0.024691358,0.024691358,0.012345679,대동전자,대동전자(주),전기/전자/제어,중소기업,112명,1972.10.10,대동전자,2.037037037
대림성모병원,T4_열악한근무환경,0.26,0.06,0.18,0.22,0,0.08,0.26,0.06,0.08,0,0.04,0.02,대림성모병원,대림성모병원,의료,병원,408명,1970.09.30,대림성모병원,2.22
대신자산운용(주),T7_성장성부족,0.205882353,0.0588235294,0.147058823,0.0294117647,0,0.0588235294,0.0882352941,0.0882352941,0.0294117647,0.205882353,0.205882353,0.0882352941,대신자산운용,대신자산운용(주),증권/보험/카드,대기업,58명,1988.04.01,대신자산운용,2.058823529
대신저축은행(주),T8_사내정치불공정,0.272727273,0.207792208,0.142857143,0.0519480519,0.038961039,0.038961039,0,0.025974026,0.038961039,0.103896104,0.272727273,0.0779220779,대신저축은행,대신저축은행(주),은행/금융/저축,중소기업,140명,2011.08.05,대신저축은행,2.415584416
대신정보통신(주),T1_워라밸복지,0.186666667,0.16,0.146666667,0.186666667,0,0.106666667,0.0733333333,0.12,0.0333333333,0.0266666667,0.08,0.0666666667,대신정보통신,대신정보통신(주),IT컨설팅,중소기업,240명,1987.08.28,대신정보통신,2.733333333
대신증권(주),T11_보상연봉,0.233333333,0.2,0.233333333,0.106666667,0.00666666667,0.04,0.06,0.0733333333,0.0533333333,0.106666667,0.106666667,0.0133333333,대신증권,대신증권(주),증권/보험/카드,대기업,"1,981명",1962.07.27,대신증권,3.08
대원미디어(주),T8_사내정치불공정,0.24137931,0.117241379,0.137931034,0.0827586207,0,0.0620689655,0.0551724138,0.0344827586,0.110344828,0.0689655172,0.24137931,0.0896551724,대원미디어,대원미디어(주),판매유통,중견기업,209명,1977.12.06,대원미디어,2.6
대한과학(주),T11_보상연봉,0.197530864,0.111111111,0.197530864,0.160493827,0,0.0740740741,0.12345679,0.024691358,0.012345679,0.0617283951,0.049382716,0.185185185,대한과학,대한과학(주),판매유통,중소기업,162명,1993.06.19,대한과학,2.271604938
대한방직(주),T4_열악한근무환경,0.2,0.141666667,0.166666667,0.108333333,0,0.0666666667,0.2,0.075,0.0416666667,0.141666667,0.05,0.00833333333,대한방직,대한방직(주),섬유/의류/패션,대기업,620명,1953.08.10,대한방직,2.308333333
대한약품공업(주),T1_워라밸복지,0.365853659,0.0975609756,0.0243902439,0.365853659,0,0.158536585,0.0487804878,0.0731707317,0.0609756098,0.0731707317,0.0853658537,0.012195122,대한약품공업,대한약품공업(주),제약/보건/바이오,중소기업,502명,1963.05.11,대한약품공업,2.402439024
대한전선(주),T1_워라밸복지,0.2,0.12,0.186666667,0.2,0.00666666667,0.08,0.12,0.1,0.0266666667,0.0733333333,0.0666666667,0.02,대한전선,대한전선(주),전기/전자/제어,대기업,839명,1955.02.21,대한전선,3.02
대한칼소닉(주),T4_열악한근무환경,0.166666667,0.0769230769,0.0769230769,0.153846154,0.0128205128,0.0384615385,0.166666667,0.0769230769,0.0384615385,0.153846154,0.0769230769,0.128205128,대한칼소닉,대한칼소닉(주),기계/설비/자동차,대기업,314명,1990.04.03,대한칼소닉,2.153846154
더블유피피미디어코리아(주),T11_보상연봉,0.293333333,0.16,0.293333333,0.2,0,0.14,0.0333333333,0.0133333333,0.0133333333,0.04,0.0666666667,0.04,더블유피피미디어코리아,더블유피피미디어코리아(주),광고/홍보/전시,중소기업,108명,2004.06.30,더블유피피미디어코리아,3.36
데이터스트림즈(주),T8_사내정치불공정,0.189189189,0.0810810811,0.0540540541,0.108108108,0.00675675676,0.141891892,0.0810810811,0.0135135135,0.168918919,0.0743243243,0.189189189,0.0810810811,데이터스트림즈,데이터스트림즈(주),솔루션/SI/ERP/CRM,중소기업,225명,2001.09.19,데이터스트림즈,1.833333333
데이터얼라이언스(주),T10_팀바팀부서편차,0.227272727,0.227272727,0.0909090909,0.136363636,0,0.181818182,0,0.0454545455,0.0909090909,0.0454545455,0,0.181818182,데이터얼라이언스,데이터얼라이언스(주),기타 IT/웹/통신,중소기업,-,2016.06.17,데이터얼라이언스,2.863636364
데이터워즈코리아(유),T10_팀바팀부서편차,0.272727273,0.272727273,0.0454545455,0.0909090909,0,0.121212121,0.0151515151,0.0151515151,0.0454545455,0.136363636,0.121212121,0.136363636,데이터워즈코리아,데이터워즈코리아(유),기타 서비스업,외국계 (외국 법인기업),-,2011.11.04,데이터워즈코리아,2.954545455
데이터코어시스템즈(주),T11_보상연봉,0.269230769,0.115384615,0.269230769,0.153846154,0,0.153846154,0,0,0,0.0384615385,0.0384615385,0.230769231,데이터코어시스템즈,데이터코어시스템즈(주),IT컨설팅,중소기업,112명,2009.11.23,데이터코어시스템즈,1.692307692
데이터클립(주),T1_워라밸복지,0.266055046,0.119266055,0.0825688073,0.266055046,0.0642201835,0.137614679,0.0733944954,0.0183486238,0.0917431193,0.0733944954,0.0550458716,0.0183486238,데이터클립,데이터클립(주),포털/인터넷/콘텐츠,중소기업,28명,2011.09.09,데이터클립,2.119266055
데이터킹(주),T9_경영진문제,0.318181818,0.0909090909,0.0454545455,0.227272727,0,0.136363636,0.0454545455,0,0.0909090909,0.0454545455,0,0.318181818,데이터킹,데이터킹(주),포털/인터넷/콘텐츠,중소기업,-,2015.04.06,데이터킹,2.75
델타일렉트로닉스코리아(주),T11_보상연봉,0.35,0.15,0.35,0.15,0,0.1,0.05,0,0.05,0.025,0.1,0.025,델타일렉트로닉스코리아,델타일렉트로닉스코리아(주),솔루션/SI/ERP/CRM,외국계 (외국 법인기업),42명,2004.03.19,델타일렉트로닉스코리아,2.425
도레이첨단소재(주),T7_성장성부족,0.186666667,0.0533333333,0.186666667,0.113333333,0,0.106666667,0.0733333333,0.0866666667,0.1,0.186666667,0.06,0.0333333333,도레이첨단소재,도레이첨단소재(주),석유/화학/에너지,대기업,-,1999.12.01,도레이첨단소재,3.08
동부자동차보험손해사정(주),T1_워라밸복지,0.369230769,0.0769230769,0.0307692308,0.369230769,0.0153846154,0.276923077,0.0153846154,0.138461539,0.0153846154,0,0.0461538461,0.0153846154,동부자동차보험손해사정,동부자동차보험손해사정(주),증권/보험/카드,-,685명,-,동부자동차보험손해사정,2.323076923
디디비코리아(주),T1_워라밸복지,0.268456376,0.100671141,0.120805369,0.268456376,0.0134228188,0.0939597315,0.0402684564,0.0201342282,0.033557047,0.0536912752,0.10738255,0.147651007,디디비코리아,디디비코리아(주),광고/홍보/전시,중소기업,48명,1999.06.11,디디비코리아,2.77852349
라온엔터테인먼트(주),T1_워라밸복지,0.241935484,0.064516129,0.129032258,0.241935484,0,0.0483870968,0.0967741935,0,0.0322580645,0.161290323,0.177419355,0.0483870968,라온엔터테인먼트,라온엔터테인먼트(주),게임,중소기업,111명,2000.05.15,라온엔터테인먼트,3.112903226
라이트브레인엠(주),T1_워라밸복지,0.229166667,0.197916667,0.03125,0.229166667,0,0.104166667,0.0208333333,0.09375,0.0416666667,0.0625,0.166666667,0.0520833333,라이트브레인엠,라이트브레인엠(주),솔루션/SI/ERP/CRM,중소기업,50명,2010.11.18,라이트브레인엠,2.53125
라프레리코리아(유),T10_팀바팀부서편차,0.344827586,0.344827586,0.103448276,0.0862068965,0.0344827586,0.0689655172,0.0517241379,0.0517241379,0.0172413793,0.0517241379,0.137931034,0.0517241379,라프레리코리아,라프레리코리아(유),판매유통,중소기업,-,2007.12.06,라프레리코리아,2.465517241
레오니와이어링시스템즈코리아(주),T7_성장성부족,0.352941177,0.0352941176,0.164705882,0.0941176471,0,0.0470588235,0.105882353,0.0470588235,0.0235294118,0.352941177,0.0470588235,0.0823529412,레오니와이어링시스템즈코리아,레오니와이어링시스템즈코리아(주),기계/설비/자동차,중소기업,186명,1993.08.01,레오니와이어링시스템즈코리아,2.541176471
리레코코리아(주),T10_팀바팀부서편차,0.226666667,0.226666667,0.173333333,0.173333333,0.00666666667,0.02,0.0266666667,0.0266666667,0.0533333333,0.153333333,0.0466666667,0.0933333333,리레코코리아,리레코코리아(주),판매유통,중소기업,103명,2004.04.26,리레코코리아,2.646666667
린나이코리아(주),T4_열악한근무환경,0.186666667,0.04,0.186666667,0.173333333,0.06,0.08,0.186666667,0.0466666667,0.0466666667,0.133333333,0.04,0.00666666667,린나이코리아,린나이코리아(주),기계/설비/자동차,대기업,787명,1974.02.01,린나이코리아,2.82
린데코리아(주),T10_팀바팀부서편차,0.226666667,0.226666667,0.0933333333,0.126666667,0.0133333333,0.0933333333,0.106666667,0.106666667,0.0133333333,0.0733333333,0.126666667,0.02,린데코리아,린데코리아(주),석유/화학/에너지,외국계 (외국 투자기업),430명,1975.01.18,린데코리아,3.8
마그나파워트레인코리아(주),T4_열악한근무환경,0.3,0.0333333333,0.0666666667,0.0666666667,0,0.166666667,0.3,0.1,0.0333333333,0.2,0.0333333333,0,마그나파워트레인코리아,마그나파워트레인코리아(주),기계/설비/자동차,-,218명,-,마그나파워트레인코리아,2.9
만해항운한국(주),T11_보상연봉,0.354166667,0.145833333,0.354166667,0.145833333,0,0.0416666667,0.0416666667,0.0625,0.0208333333,0.104166667,0.0625,0.0208333333,만해항운한국,만해항운한국(주),운송/운수/물류,-,50명,-,만해항운한국,2.520833333
말레베어공조(주),T11_보상연봉,0.25,0.06,0.25,0.09,0,0.01,0.12,0.02,0.01,0.23,0.11,0.1,말레베어공조,말레베어공조(주),기계/설비/자동차,중소기업,68명,2007.03.22,말레베어공조,2.7
매일유업(주),T10_팀바팀부서편차,0.146666667,0.146666667,0.0466666667,0.12,0.00666666667,0.126666667,0.14,0.0733333333,0.0466666667,0.126666667,0.0866666667,0.08,매일유업,매일유업(주),식품가공/개발,대기업,"2,100명",1969.02.14,매일유업,3
메인일렉콤,T4_열악한근무환경,0.153846154,0.0384615385,0.115384615,0.153846154,0,0.0769230769,0.153846154,0,0.0769230769,0.153846154,0.0769230769,0.153846154,메인일렉콤,메인일렉콤,-,-,44명,-,메인일렉콤,2.230769231
명가유업(주),T4_열악한근무환경,0.24,0.08,0.08,0.12,0,0.12,0.24,0,0.08,0.2,0.08,0,명가유업,명가유업(주),식품가공/개발,중소기업,40명,2001.08.08,명가유업,2.56
명화공업(주),T1_워라밸복지,0.275862069,0.103448276,0.110344828,0.275862069,0.0137931035,0.131034483,0.124137931,0.0482758621,0.0689655172,0.0137931035,0.0482758621,0.0620689655,명화공업,명화공업(주),기계/설비/자동차,중견기업,630명,1957.08.13,명화공업,2.193103448
모다끄레아(주),T1_워라밸복지,0.276595745,0.0638297872,0.0425531915,0.276595745,0.0212765957,0.14893617,0.0425531915,0.0212765957,0.0638297872,0.0638297872,0.106382979,0.14893617,모다끄레아,모다끄레아(주),섬유/의류/패션,-,14명,-,모다끄레아,2.340425532
미디어텍코리아(주),T1_워라밸복지,0.324324324,0.108108108,0.0810810811,0.324324324,0,0.297297297,0,0,0,0.108108108,0.0540540541,0.027027027,미디어텍코리아,미디어텍코리아(주),반도체/광학/디스플레이,-,25명,2007.02.01,미디어텍코리아,3.72972973
미래하이텍(주),T1_워라밸복지,0.387096774,0.290322581,0.0322580645,0.387096774,0,0.0322580645,0.129032258,0.0322580645,0,0.064516129,0.0322580645,0,미래하이텍,미래하이텍(주),전기/전자/제어,중소기업,57명,1997.04.07,미래하이텍,2
바이탈에어코리아(주),T11_보상연봉,0.22,0.173333333,0.22,0.12,0,0.0666666667,0.0333333333,0.02,0.0333333333,0.126666667,0.146666667,0.06,바이탈에어코리아,바이탈에어코리아(주),렌탈/임대,-,54명,-,바이탈에어코리아,2.54
반다이남코엔터테인먼트코리아(주),T1_워라밸복지,0.428571429,0.0952380952,0,0.428571429,0.238095238,0.0952380952,0.0476190476,0,0.0476190476,0,0.0476190476,0,반다이남코엔터테인먼트코리아,반다이남코엔터테인먼트코리아(주),게임,-,2명,2001.01.31,반다이남코엔터테인먼트코리아,2.857142857
반다이코리아(주),T8_사내정치불공정,0.212765957,0.191489362,0.0212765957,0.127659575,0.0212765957,0.127659575,0.085106383,0.0425531915,0.0212765957,0.085106383,0.212765957,0.0638297872,반다이코리아,반다이코리아(주),판매유통,중소기업,96명,2000.03.07,반다이코리아,2.659574468
백광,T1_워라밸복지,0.380952381,0.142857143,0.0714285714,0.380952381,0,0.0238095238,0.119047619,0.0238095238,0,0,0.0952380952,0.142857143,백광,백광,-,-,6명,-,백광,1.333333333
백광산업(주),T1_워라밸복지,0.280701754,0.0877192982,0.0350877193,0.280701754,0,0.122807018,0.175438596,0.175438596,0,0.052631579,0.0701754386,0,백광산업,백광산업(주),석유/화학/에너지,대기업,232명,1954.11.25,백광산업,3.50877193
백산(주),T11_보상연봉,0.22,0.06,0.22,0.17,0,0.11,0.13,0.07,0.02,0.16,0.03,0.03,백산,백산(주),석유/화학/에너지,대기업,278명,1986.10.06,백산,2.83
버슘머트리얼즈코리아(주),T1_워라밸복지,0.206666667,0.153333333,0.16,0.206666667,0.00666666667,0.1,0.146666667,0.0533333333,0.0466666667,0.02,0.0933333333,0.0133333333,버슘머트리얼즈코리아,버슘머트리얼즈코리아(주),석유/화학/에너지,외국계 (외국 투자기업),333명,1973.09.29,버슘머트리얼즈코리아,3.288590604
베인앤드컴퍼니코리아인크(주),T3_업무강도편차,0.266666667,0.226666667,0.0333333333,0.22,0,0.266666667,0.0533333333,0.0266666667,0.02,0.0333333333,0.106666667,0.0133333333,베인앤드컴퍼니코리아인크,베인앤드컴퍼니코리아인크(주),연구소/컨설팅/조사,중소기업,-,1994.11.01,베인앤드컴퍼니코리아인크,4.086666667
베트남항공영업소(주),T11_보상연봉,0.3125,0.21875,0.3125,0.1875,0,0.09375,0.03125,0.0625,0,0.0625,0.03125,0,베트남항공영업소,베트남항공영업소(주),운송/운수/물류,중소기업,14명,-,베트남항공영업소,2.59375
벽산페인트(주),T1_워라밸복지,0.172727273,0.0363636364,0.0272727273,0.172727273,0,0.118181818,0.154545455,0.0727272727,0.0454545455,0.136363636,0.0818181818,0.154545455,벽산페인트,벽산페인트(주),석유/화학/에너지,-,197명,1985.09.05,벽산페인트,1.890909091
보험개발원(사),T5_군대식조직문화,0.170731707,0.170731707,0.0731707317,0.0731707317,0.0487804878,0.0975609756,0.146341463,0.170731707,0.0487804878,0,0.121951219,0.0487804878,보험개발원,보험개발원(사),증권/보험/카드,국내 공공기관/공기업,200명,2002.04.25,보험개발원,4
부라다워너유한책임회사,T1_워라밸복지,0.22,0.16,0,0.22,0,0.18,0.06,0.06,0.04,0.16,0.08,0.04,부라다워너유한책임,부라다워너유한책임회사,기타 제조업,-,190명,-,부라다워너책임,2.55
부산경남우유협동조합,T11_보상연봉,0.28,0.06,0.28,0.28,0.02,0.02,0.18,0,0,0.08,0.04,0.04,부산경남우유협동조합,부산경남우유협동조합,식품가공/개발,국내 공공기관/공기업,309명,1964.03.17,부산경남우유협동조합,2.64
브레댄코(bread&co.DAILY-NEW) (매장),T3_업무강도편차,0.228571429,0.171428571,0.0285714286,0.2,0.0571428571,0.228571429,0.2,0,0,0.0571428571,0.0285714286,0.0285714286,브레댄코(bread&co.DAILY-NEW) (매장),브레댄코(bread&co.DAILY-NEW) (매장),외식업/식음료,-,-,-,브레댄코,3.514285714
브레인넷(주),T1_워라밸복지,0.230769231,0.0384615385,0.153846154,0.230769231,0.0384615385,0.230769231,0.0384615385,0.0384615385,0.0769230769,0.0384615385,0.0384615385,0.0769230769,브레인넷,브레인넷(주),IT컨설팅,중소기업,138명,2000.01.12,브레인넷,2.384615385
브레인즈컴퍼니(주),T10_팀바팀부서편차,0.207692308,0.207692308,0.107692308,0.107692308,0.00769230769,0.107692308,0.0384615385,0.0461538461,0.0846153846,0.153846154,0.0769230769,0.0615384615,브레인즈컴퍼니,브레인즈컴퍼니(주),솔루션/SI/ERP/CRM,중소기업,102명,2000.03.16,브레인즈컴퍼니,3.161538462
블리자드엔터테인먼트(유),T8_사내정치불공정,0.246666667,0.153333333,0.14,0.133333333,0.04,0.06,0.0266666667,0.04,0.0333333333,0.0866666667,0.246666667,0.04,블리자드엔터테인먼트,블리자드엔터테인먼트(유),솔루션/SI/ERP/CRM,중소기업,297명,2004.06.01,블리자드엔터테인먼트,2.973333333
비비디오코리아(주),T1_워라밸복지,0.18,0.08,0.0333333333,0.18,0,0.133333333,0.0533333333,0.0333333333,0.08,0.08,0.153333333,0.173333333,비비디오코리아,비비디오코리아(주),광고/홍보/전시,대기업,106명,1982.07.01,비비디오코리아,2.126666667
삼성생명서비스손해사정(주),T1_워라밸복지,0.273333333,0.0666666667,0.16,0.273333333,0.00666666667,0.26,0.0866666667,0.0133333333,0.0133333333,0.04,0.06,0.02,삼성생명서비스손해사정,삼성생명서비스손해사정(주),증권/보험/카드,대기업,"2,300명",2000.01.19,삼성생명서비스손해사정,2.813333333
삼성화재손해사정서비스(주),T3_업무강도편차,0.366197183,0.0845070422,0.169014084,0.169014084,0.014084507,0.366197183,0.0422535211,0.0422535211,0.014084507,0.0281690141,0.0563380282,0.014084507,삼성화재손해사정서비스,삼성화재손해사정서비스(주),증권/보험/카드,대기업,"1,225명",1998.10.15,삼성화재손해사정서비스,3.211267606
삼영잉크페인트제조(주),T4_열악한근무환경,0.263157895,0.105263158,0.105263158,0.131578947,0,0.0789473684,0.263157895,0.0789473684,0.131578947,0.0263157895,0.0789473684,0,삼영잉크페인트제조,삼영잉크페인트제조(주),석유/화학/에너지,-,126명,-,삼영잉크페인트제조,3.157894737
삼화페인트공업(주),T11_보상연봉,0.18,0.0733333333,0.18,0.113333333,0.02,0.0266666667,0.173333333,0.12,0.0133333333,0.126666667,0.126666667,0.0266666667,삼화페인트공업,삼화페인트공업(주),석유/화학/에너지,중견기업,912명,1946.04.09,삼화페인트공업,2.74
생고뱅코리아(주),T8_사내정치불공정,0.2,0.18,0.106666667,0.06,0,0.0466666667,0.0666666667,0.0466666667,0.0533333333,0.0733333333,0.2,0.166666667,생고뱅코리아,생고뱅코리아(주),석유/화학/에너지,중소기업,99명,1989.11.22,생고뱅코리아,2.52
서강유업(주),T4_열악한근무환경,0.434782609,0.0869565217,0.0434782609,0.0869565217,0,0,0.434782609,0.0434782609,0.0434782609,0.173913044,0,0.0869565217,서강유업,서강유업(주),식품가공/개발,-,86명,-,서강유업,2.956521739
서울우유협동조합,T11_보상연봉,0.2,0.106666667,0.2,0.16,0.0533333333,0.04,0.0733333333,0.0933333333,0.02,0.0733333333,0.12,0.06,서울우유협동조합,서울우유협동조합,식품가공/개발,국내 비영리단체/협회/교육재단,"1,974명",1962.02.27,서울우유협동조합,2.7
성화산업(주),T1_워라밸복지,0.32,0.02,0.02,0.32,0.02,0.1,0.14,0.02,0.02,0.16,0.12,0.06,성화산업,성화산업(주),금속/재료/철강/요업,중소기업,200명,1983.08.02,성화산업,3.44
세바,T1_워라밸복지,0.36,0.08,0.12,0.36,0,0.08,0.24,0,0.04,0,0.04,0.04,세바,세바,-,-,120명,-,세바,2.32
소니뮤직엔터테인먼트코리아(주),T8_사내정치불공정,0.212765957,0.170212766,0.0212765957,0.127659575,0,0.127659575,0.0212765957,0.0425531915,0.0425531915,0.106382979,0.212765957,0.127659575,소니뮤직엔터테인먼트코리아,소니뮤직엔터테인먼트코리아(주),판매유통,중소기업,29명,1989.12.05,소니뮤직엔터테인먼트코리아,2.468085106
소리바다(주),T7_성장성부족,0.26,0.0666666667,0.08,0.1,0.0133333333,0.0666666667,0.0666666667,0.02,0.0666666667,0.26,0.133333333,0.126666667,소리바다,소리바다(주),포털/인터넷/콘텐츠,중소기업,94명,1978.10.01,소리바다,2.293333333
솔브레인에스엘디(주),T1_워라밸복지,0.32,0.0933333333,0.08,0.32,0,0.14,0.18,0.00666666667,0.0266666667,0.0666666667,0.0666666667,0.02,솔브레인에스엘디,솔브레인에스엘디(주),반도체/광학/디스플레이,-,"1,281명",-,솔브레인에스엘디,2.766666667
솔브레인홀딩스(주),T1_워라밸복지,0.24,0.06,0.126666667,0.24,0.0266666667,0.1,0.206666667,0.0466666667,0.02,0.0866666667,0.0466666667,0.04,솔브레인홀딩스,솔브레인홀딩스(주),석유/화학/에너지,대기업,"1,243명",1986.05.06,솔브레인홀딩스,2.773333333
스노우피크코리아(주),T10_팀바팀부서편차,0.208333333,0.208333333,0.152777778,0.138888889,0,0.0416666667,0.0555555556,0.0972222222,0.0694444444,0.0694444444,0.0416666667,0.125,스노우피크코리아,스노우피크코리아(주),판매유통,중소기업,21명,2008.11.03,스노우피크코리아,2.597222222
스트라우만덴탈코리아(주),T11_보상연봉,0.238095238,0.166666667,0.238095238,0.0952380952,0.0476190476,0.0952380952,0.0952380952,0.0476190476,0.0714285714,0.0238095238,0.0952380952,0.0238095238,스트라우만덴탈코리아,스트라우만덴탈코리아(주),판매유통,-,30명,-,스트라우만덴탈코리아,3.609756098
스포카(주),T7_성장성부족,0.253333333,0.206666667,0.14,0.06,0.0133333333,0.0533333333,0.0266666667,0.0733333333,0.0266666667,0.253333333,0.0666666667,0.08,스포카,스포카(주),솔루션/SI/ERP/CRM,중소기업,43명,2011.05.20,스포카,3.186666667
시너지미디어(주),T11_보상연봉,0.228070175,0.0350877193,0.228070175,0.175438596,0,0.052631579,0.0350877193,0.0175438597,0,0.192982456,0.105263158,0.157894737,시너지미디어,시너지미디어(주),캐릭터/애니메이션,중소기업,29명,2002.08.14,시너지미디어,2.456140351
시너지월드와이드코리아(주),T8_사내정치불공정,0.266666667,0.133333333,0,0.266666667,0,0,0,0,0.266666667,0,0.266666667,0.0666666667,시너지월드와이드코리아,시너지월드와이드코리아(주),판매유통,중소기업,51명,1997.05.08,시너지월드와이드코리아,2.933333333
신라공업(주),T1_워라밸복지,0.239130435,0.0579710145,0.123188406,0.239130435,0.0144927536,0.195652174,0.15942029,0.0579710145,0.0507246377,0.00724637681,0.0724637681,0.0217391304,신라공업,신라공업(주),기계/설비/자동차,-,230명,-,신라공업,2.804347826
신한펀드파트너스(주),T1_워라밸복지,0.296551724,0.0827586207,0.075862069,0.296551724,0,0.165517241,0.00689655172,0.0827586207,0.0275862069,0.0620689655,0.117241379,0.0827586207,신한펀드파트너스,신한펀드파트너스(주),기타 서비스업,대기업,166명,2000.06.28,신한펀드파트너스,2.965517241
신화인터텍(주),T7_성장성부족,0.181818182,0.0629370629,0.0769230769,0.181818182,0,0.034965035,0.160839161,0.020979021,0.104895105,0.181818182,0.125874126,0.0489510489,신화인터텍,신화인터텍(주),석유/화학/에너지,대기업,350명,1977.03.25,신화인터텍,2.365671642
심플로트사우스코리아(유),T8_사내정치불공정,0.45945946,0.0540540541,0.027027027,0.108108108,0,0,0.027027027,0.027027027,0,0.135135135,0.45945946,0.162162162,심플로트사우스코리아,심플로트사우스코리아(유),판매유통,중소기업,23명,1995.02.21,심플로트사우스코리아,2.216216216
씨유 (매장),T4_열악한근무환경,0.34,0.1,0.04,0.313333333,0.00666666667,0.113333333,0.34,0,0.0333333333,0.00666666667,0.02,0.0266666667,씨유 (매장),,,,,,씨유,4.106666667
아비스타(주),T1_워라밸복지,0.383561644,0.109589041,0.246575342,0.383561644,0,0.136986301,0,0.0273972603,0.0136986301,0.0273972603,0.0410958904,0.0136986301,아비스타,아비스타(주),섬유/의류/패션,대기업,530명,2000.11.03,아비스타,2.410958904
아사히카세이이머티리얼즈코리아(주),T11_보상연봉,0.161290323,0.0806451613,0.161290323,0.161290323,0,0.112903226,0.129032258,0.0161290323,0.064516129,0.064516129,0.14516129,0.064516129,아사히카세이이머티리얼즈코리아,아사히카세이이머티리얼즈코리아(주),전기/전자/제어,-,92명,-,아사히카세이이머티리얼즈코리아,2.387096774
아세아손해사정(주),T1_워라밸복지,0.433333333,0.133333333,0,0.433333333,0,0.166666667,0.0666666667,0.0666666667,0.0333333333,0,0.1,0,아세아손해사정,아세아손해사정(주),증권/보험/카드,중소기업,15명,1976.10.05,아세아손해사정,2.433333333
아슈리온코리아(유),T10_팀바팀부서편차,0.24,0.24,0.02,0.14,0,0.02,0.06,0.02,0.04,0.16,0.24,0.06,아슈리온코리아,(주)아슈리온코리아,기타IT/웹/통신,외국계(외국 투자기업),106명,2003.08.08,아슈리온코리아,3.16
아시아나아이디티(주),T7_성장성부족,0.173333333,0.126666667,0.133333333,0.133333333,0.0266666667,0.0533333333,0.1,0.0333333333,0.0333333333,0.173333333,0.146666667,0.04,아시아나아이디티,아시아나아이디티(주),IT컨설팅,대기업,638명,1991.09.02,아시아나아이디티,3.14
아시아나항공(주),T11_보상연봉,0.18,0.12,0.18,0.14,0.0266666667,0.0666666667,0.113333333,0.0533333333,0,0.106666667,0.126666667,0.0666666667,아시아나항공,아시아나항공(주),운송/운수/물류,대기업,"8,803명",1988.02.17,아시아나항공,2.993333333
아임에버(주),T11_보상연봉,0.265625,0.1875,0.265625,0.21875,0,0.046875,0.0625,0.03125,0.015625,0.140625,0.015625,0.015625,아임에버,아임에버(주),네트워크/통신/모바일,중소기업,96명,2006.11.21,아임에버,3.09375
아프로코리아(주),T1_워라밸복지,0.3,0.2,0.05,0.3,0,0.15,0.05,0,0.05,0,0.1,0.1,아프로코리아,아프로코리아(주),기계/설비/자동차,-,13명,-,아프로코리아,2.2
알테어엔지니어링(주),T10_팀바팀부서편차,0.481481481,0.481481481,0,0.222222222,0,0.0740740741,0.037037037,0,0,0.037037037,0.111111111,0.037037037,알테어엔지니어링,알테어엔지니어링(주),솔루션/SI/ERP/CRM,중소기업,122명,2001.11.13,알테어엔지니어링,3.777777778
애플코리아(유),T10_팀바팀부서편차,0.24,0.24,0.1,0.153333333,0.00666666667,0.0733333333,0.0266666667,0.04,0,0.12,0.173333333,0.0666666667,애플코리아,애플코리아(유),판매유통,대기업,33명,1998.11.11,애플코리아,3.586666667
앱리프트아시아퍼시픽(주),T7_성장성부족,0.357142857,0.178571429,0.0357142857,0,0.0357142857,0.0714285714,0,0,0.107142857,0.357142857,0.0714285714,0.142857143,앱리프트아시아퍼시픽,앱리프트아시아퍼시픽(주),네트워크/통신/모바일,외국계 (외국 법인기업),186명,2021.01.01,앱리프트아시아퍼시픽,3.892857143
에나인더스트리(주),T9_경영진문제,0.242424242,0.0606060606,0.141414141,0.151515152,0.0101010101,0.0909090909,0.101010101,0.0202020202,0.0505050505,0.0909090909,0.0404040404,0.242424242,에나인더스트리,에나인더스트리(주),기계/설비/자동차,중소기업,317명,1994.05.01,에나인더스트리,1.848484848
에메필 (매장),T10_팀바팀부서편차,0.25,0.25,0.0625,0.21875,0.03125,0.125,0.09375,0,0.1875,0,0.03125,0,에메필 (매장),에메필 (매장),판매유통,-,-,-,에메필,2.625
